,business_id,name,address,city,state,postal_code,categories,review_count,stars,latitude,longitude
89562,'z01_gDUfmedOuX2UZYF33w','E-Z Buffet','3202 E Greenway Rd','Phoenix','AZ','85032',"'Chinese, Restaurants, Buffets'",26,2.0,33.6272318,-112.0121147
90491,'oZfNL6ZFdITqfwJzcE-LyA','Canton Wong #8','7050 S Central Ave','Phoenix','AZ','85042',"'Chinese, Restaurants'",58,3.5,33.3815553,-112.0736476
90888,'z5hh524-H3q-65CfVXIi4Q','Infinity Acupuncture & Wellness','','Phoenix','AZ','85022',"'Traditional Chinese Medicine, Acupuncture, Tui Na, Health & Medical'",4,4.0,33.627548299999994,-112.0595603
92461,'caBiQN3OwW4P3hfUFm2vQw','Panda Express',"'903 E Bell Rd, Ste 101'",'Phoenix','AZ','85022',"'Fast Food, Restaurants, Chinese'",38,3.0,33.6398884,-112.060911
92959,'6MhY_9EkUkKCvvN8rzXZzg','Gourmet House Of Hong Kong','1438 E McDowell Rd','Phoenix','AZ','85006',"'Restaurants, Chinese'",112,3.5,33.4660115,-112.0503186
95900,'YmY9lwUzXtT9b56AWe03zQ','New King Wah Chinese Buffet','220 E Southern Ave','Phoenix','AZ','85040',"'Chinese, Restaurants, Buffets'",3,2.5,33.392663,-112.070677
96472,'-U8hTUEJHKROEaX5rGoqzA','Pegasus Foot Spa','1243 E Northern Ave','Phoenix','AZ','85020',"'Health & Medical, Traditional Chinese Medicine, Reflexology'",27,4.5,33.552768900000004,-112.055043
96774,'_8c3Ky90nE50rN4Mb_Sxtw','Hsin Cafe',"'120 E Taylor St, Ste 150'",'Phoenix','AZ','85004',"'Chinese, Restaurants, Asian Fusion'",70,3.5,33.4539237,-112.0719801
97661,'ypgo_xEb2dghMT-jlJAo3g','New China Buffet',"'4105 N 51st Ave, Ste 145'",'Phoenix','AZ','85031',"'Buffets, Chinese, Restaurants'",9,2.5,33.496392,-112.16714640000002
97745,'KWTv8elo9HiN9sIKvN0_bQ',"""Lin's Golden Chinese Restaurant""",'5037 W Thomas Rd','Phoenix','AZ','85035',"'Restaurants, Chinese'",10,4.5,33.48001,-112.167718
98499,'kX7WbqeZX10OjAFjWoe6ww','King Wong Chinese Food','5219 S 7th St','Phoenix','AZ','85040',"'Restaurants, Chinese'",7,3.0,33.3988115,-112.0643808
99668,'JkzqS4JDOpoHrj534rzvAA','International House of Food','1402 W Van Buren St','Phoenix','AZ','85007',"'American (Traditional), Caterers, Mexican, Restaurants, Breakfast & Brunch, Chinese, Event Planning & Services'",270,4.5,33.451553999999994,-112.090521
101239,'rZy_R2plYStLFyZR92WNZw','China Star Super Buffet','3507 W Dunlap Ave','Phoenix','AZ','85073',"'Asian Fusion, Restaurants, Chinese, Buffets'",7,3.0,33.5674031,-112.1350865
101529,'99SIqECc0WgGFX0nkAgtjA','The Lotus Acupuncture and Wellness Center',"'29 W Thomas Rd, Ste 101'",'Phoenix','AZ','85013',"'Acupuncture, Traditional Chinese Medicine, Medical Spas, Beauty & Spas, Reiki, Health & Medical'",17,5.0,33.4798836,-112.0754424
102907,'AwmLDzqJ0aMGZTYYoZnxWg','Hong Kong Kitchen',"'510 E Baseline Rd, Ste D3'",'Phoenix','AZ','85042',"'Szechuan, Cantonese, Chinese, Restaurants'",78,4.0,33.3785493093,-112.06669780930001
103836,'3nzK3K-Dfo1L6mpB8FTKkw','Pei Wei Asian Diner','Phx Sky Harbor Airport','Phoenix','AZ','85034',"'Asian Fusion, Chinese, Japanese, Restaurants'",93,2.5,33.437255957800005,-112.00187886209999
103867,'3Ru1_F8GoUcV-QwhX378hA','Asian Dining Chinese Restaurant','5030 E McDowell Rd','Phoenix','AZ','85008',"'Chinese, Asian Fusion, Restaurants'",85,3.0,33.4659806,-111.9730621
104225,'fseN-tYwcbjtYm7DjjEjLw','Wang Express',"'4747 E Bell Rd, Ste 19'",'Phoenix','AZ','85032',"'Restaurants, Fast Food, Chinese'",97,3.5,33.6400213,-111.9781923
106169,'rp5RXEpoAj-k3c4_QP6LMQ',"""AJ's Mongolian BBQ""",'9620 N Metro Pkwy W','Phoenix','AZ','85051',"'Mongolian, Barbeque, Restaurants, Chinese'",53,3.0,33.5734857,-112.12576409999998
107445,'_fTBHNW58xuw0MMbgZTz9w','Beijing Garden Chinese',"'668 N 44th St, Ste 112'",'Phoenix','AZ','85008',"'Food, Szechuan, Chinese, Restaurants'",83,3.0,33.4551786,-111.9882994
108242,'jvwzhzA9vsfJHCdlbLkHZw','Little Shanghai','4017 E Indian School Rd','Phoenix','AZ','85018',"'Chinese, Asian Fusion, Restaurants'",70,3.5,33.494646,-111.9947
110335,'355zerURpj4IMs2no238_A','Pei Wei',"'267 E Bell Rd, Ste 1'",'Phoenix','AZ','85022',"'Fast Food, Gluten-Free, Restaurants, Asian Fusion, Chinese'",153,2.5,33.6402046465,-112.0709323883
110712,'B1TlRyjCW3Ygkp95MACffA','Que Huong Restaurant',"'3424 N 19th Ave, Ste 8'",'Phoenix','AZ','85015',"'Chinese, Restaurants, Vietnamese'",15,4.5,33.4884076,-112.10022
111531,'IycHntUVv2kyIo7w9FJWlA','Hao Bao','234 Johnson St','Phoenix','AZ','85043',"'Food, Food Trucks, Chinese, Restaurants'",42,4.5,33.4483412922,-112.07399438469999
111962,'HbLNib13kdNkvq_A9O_waw',"""Marcia's Long Wong's""",'5 W Baseline Rd','Phoenix','AZ','85041',"'Restaurants, Pizza, Chicken Wings, Seafood, Chinese'",27,3.5,33.3768773628,-112.0736635773
114744,'WzrMNz9eUF78RgZGDTS8xg','Pei Wei',"'4340 E Indian School Rd Bldg A, Ste 23'",'Phoenix','AZ','85018',"'Restaurants, Asian Fusion, Fast Food, Japanese, Korean, Gluten-Free, Chinese'",163,3.0,33.4954691,-111.9881878
115815,'0lHtf-jgvPGKDoGCnzONDQ',"""Dragon's Lair Acupuncture""",'1325 E Northern Ave','Phoenix','AZ','85020',"'Traditional Chinese Medicine, Qi Gong, Active Life, Acupuncture, Fitness & Instruction, Health & Medical'",5,5.0,33.5527633,-112.0536046
116354,'uTlDVK8-7VwpLhHnCRTCLg','New Bamboo','502 E Thunderbird Rd','Phoenix','AZ','85022',"'Nightlife, Cocktail Bars, Bars, Chinese, Restaurants, Seafood'",51,2.5,33.608092799999994,-112.0663045
117036,'I_a74zmgR-X03LsKISWPcg','Snoh Ice Shavery',"'914 E Camelback Rd, Unit 4B'",'Phoenix','AZ','85014',"'Chinese, Food, Ice Cream & Frozen Yogurt, Desserts, Coffee & Tea, Bubble Tea, Restaurants, American (Traditional), Shaved Ice'",665,4.5,33.509761,-112.060884
117884,'LpdW1vh1AVm5QznEL5j03g','Panda Express','998 E Indian School Rd','Phoenix','AZ','85014',"'Fast Food, Chinese, Restaurants'",64,2.5,33.495094300000005,-112.0612829
118010,'I8TOosBLYKxZMAYNNyGEyg','Tasty House Chinese Restaurant',"'1512 W Bell Rd, Ste 7'",'Phoenix','AZ','85023',"'Restaurants, Chinese'",64,2.5,33.640995700000005,-112.0922881
119317,'sfGYIlU3ji6V3c0aWyny5A',"""Lim's Chinese Restaurant""",'7532 W Indian School Rd','Phoenix','AZ','85033',"'Cantonese, Chinese, Specialty Food, Food, Ethnic Food, Restaurants'",13,4.0,33.494652,-112.2221676
120896,'_7hhpjQHxjPi0gNzzMmO6g','New Sun Star Super Buffet','5819 S Central Ave','Phoenix','AZ','85040',"'Restaurants, Chinese, Buffets'",8,2.5,33.3931314,-112.0719492
121475,'C5bmtDRAtl5iMGmBCF5prw','May Garden Restaurant','5814 W Indian School Rd','Phoenix','AZ','85031',"'Archery, Buffets, Active Life, Restaurants, Chinese'",63,3.5,33.4953983,-112.1851933
121749,'njiPpJhy94Ojq91Bev6ckA','Panda Express','5010 W Baseline Rd','Phoenix','AZ','85339',"'Restaurants, Fast Food, Chinese'",96,1.5,33.3781912,-112.1664478
122714,'ssf-ae49kg8kwUgS9R36_Q','Accurate Acupuncture',"'5110 E Warner Rd, Ste 201'",'Phoenix','AZ','85044',"'Acupuncture, Beauty & Spas, Traditional Chinese Medicine, Health & Medical, Naturopathic/Holistic, Doctors'",5,5.0,33.3347971454,-111.9762919884
122841,'BzgeGVOPetKDcgv9FCbpkw','Panda Express','4025 E Chandler Blvd','Phoenix','AZ','85048',"'Chinese, Restaurants, Fast Food'",33,2.0,33.3044612,-111.9945187
123162,'UlyCnc4_Suu2DSqYQSwkqQ','101 Asian Buffet','20440 N 27th Ave','Phoenix','AZ','85027',"'Restaurants, Buffets, Chinese'",32,3.0,33.673322,-112.11792
123360,'pr4ZaLR1Zxi7InMCPYMm-A','COFCO Chinese Culture Center','668 N 44th St','Phoenix','AZ','85008',"'Chinese, Local Flavor, Restaurants, Asian Fusion, Shopping, Shopping Centers, Outlet Stores'",53,3.5,33.455448100000005,-111.9884855
123489,'aJR1iUWwNVBM692gq7adBA','The Wok Express','4835 E Greenway Rd','Phoenix','AZ','85034',"'Chinese, Restaurants'",120,3.5,33.6249404335,-111.976185835
125541,'ZDTcBK9f7PP4oLDf2VrgGg','George Yang\xe2\x80\x99s Chinese Cuisine','6048 N 16th St','Phoenix','AZ','85016',"'Chinese, Restaurants'",9,4.0,33.5251608388,-112.0475491333
126941,'Mp6bQX-5sQLWZLQxIsTJwQ','Rooted Community Acupuncture',"'14620 N Cave Creek Rd, Ste 3'",'Phoenix','AZ','85022',"'Acupuncture, Health & Medical, Traditional Chinese Medicine, Community Service/Non-Profit, Local Services'",7,5.0,33.6191826,-112.0315685
127154,'1CqDdPrrb0xvQpgu7fhI5w',"""P.F. Chang's""",'2420 W Happy Valley Rd','Phoenix','AZ','85085',"'Gluten-Free, Asian Fusion, Restaurants, Chinese'",229,3.0,33.7133925997,-112.1113330319
128129,'j-NE_pYsRf7UXCevLc5ugQ','China Asia Super Buffet','5301 W Indian School Rd','Phoenix','AZ','85031',"'Chinese, Restaurants, Buffets'",7,3.0,33.4944863,-112.1737689
128582,'8Sbs3VDs3KQnawJZR-77MA','Crown China Super Buffet','5505 N 7th St','Phoenix','AZ','85014',"'Restaurants, Chinese, Buffets'",17,2.5,33.516776799999995,-112.0646478
129287,'WwvSDgFkx3f0piozrdMxtQ',"""Ling and Louie's Kitchen""",'2502 E Camelback Rd','Phoenix','AZ','85016',"'American (New), Restaurants, Asian Fusion, Mexican, Chinese'",46,3.0,33.51020680000001,-112.0272041
129296,'dHTGzM4_3kKEiQvab9mi9A','Panda Garden','4730 E Warner Rd','Phoenix','AZ','85044',"'Chinese, Restaurants'",137,4.0,33.331944983,-111.9816185053
130394,'Lfo8OEUIcswnMLIAXpFWYg','Kwan & Wok Chinese Restaurant','1702 W Camelback Rd','Phoenix','AZ','85015',"'Chinese, Restaurants'",56,3.5,33.510177899999995,-112.0961681
130871,'ZEITJ0inX8sR5temoACElA','Blue Serenity Acupuncture',"'16601 N 40th St, Ste 125'",'Phoenix','AZ','85032',"'Health & Medical, Acupuncture, Naturopathic/Holistic, Traditional Chinese Medicine, Doctors'",9,5.0,33.6376611,-111.9953324
131030,'BvrG8XMpTtlJYWhOCbnpaQ','Mu Shu Asian Grill','1502 W Thomas Rd','Phoenix','AZ','85015',"'American (Traditional), Restaurants, Asian Fusion, Vegan, Chinese'",178,4.0,33.480771000000004,-112.09158
131079,'ruo16t1qd2aywwUE47Ojnw','Blazin Mongolian BBQ','9620 N Metro Pkwy W','Phoenix','AZ','85051',"'Barbeque, Mongolian, Chinese, Gluten-Free, Restaurants, Food, Asian Fusion, Buffets, Do-It-Yourself Food'",105,4.5,33.5734409,-112.12569609999998
131188,'_0-ufDtoqCBgI1_9oYwQNQ','Health for Life Naturopathic Medicine',"'16601 N 40th St, Ste 110'",'Phoenix','AZ','85032',"'Traditional Chinese Medicine, Preventive Medicine, Naturopathic/Holistic, Midwives, Alternative Medicine, Doctors, Family Practice, Acupuncture, Health & Medical'",8,5.0,33.637636900000004,-111.9954897
131799,'rgTcICdtCXoNXc71Z7-t5g','Flamingo Palace',"'350 E Bell Rd, Ste 3'",'Phoenix','AZ','85022',"'Chinese, Restaurants'",220,3.5,33.6416544,-112.0687638
132436,'sgyc0SN3pWJWTYc9w-PVmQ','Panda Gourmet','9020 N 19th Ave','Phoenix','AZ','85021',"'Chinese, Restaurants'",5,3.5,33.5682459,-112.100125
132494,'rca1HN4qRsZfmpxmlFWNDQ','Hong Kong Express','668 N 44th St','Phoenix','AZ','85008',"'Chinese, Restaurants'",16,3.5,33.455448100000005,-111.9884856
133338,'wZ3MABp8WcSHfZrlEQa5dw','Panda Express','10637 N Tatum Blvd','Phoenix','AZ','85028',"'Fast Food, Chinese, Restaurants'",21,2.5,33.5842663,-111.9767865
133379,'gInQfPUFJsOICDYc5VDJIA','WoodCreek Acupuncture & Chinese Medicine',"'2730 W Agua Fria Fwy, Ste 100 Office E-5'",'Phoenix','AZ','85027',"'Traditional Chinese Medicine, Health & Medical, Acupuncture'",5,5.0,33.670245200000004,-112.1193245
134828,'bxgrZLHU3R3dhDM32VXuGw','Asian Seafood Buffet',"'668 N 44th St, Ste 101'",'Phoenix','AZ','85008',"'Chinese, Seafood, Restaurants'",7,2.5,33.4552907,-111.9878697
135535,'9RSgLa87uZTZKdTvxy2qyg','Pei Wei','10450 North 28th Dr','Phoenix','AZ','85051',"'Chinese, Gluten-Free, Restaurants, Asian Fusion, Fast Food'",67,3.0,33.5813926,-112.1221406
135801,'kzuQsq0KPWLeKFtnLXXyHg',"""Tam's""",'1714 E Broadway Rd','Phoenix','AZ','85040',"'Restaurants, Chinese'",57,4.0,33.407148,-112.04433020000002
135880,'Zj3hKT7KlKSCAb4XCz4dgQ','Lao Ching Hing',"'Cofco Chinese Cultural Ctr, 668 N 44th St'",'Phoenix','AZ','85008',"'Chinese, Restaurants'",43,3.0,33.4552907,-111.9878697
139012,'jyZqmlaziZKtPv8AVTzciw',"""Diamond's Chinese Restaurant""",'4402 N 7th Ave','Phoenix','AZ','85013',"'Restaurants, Chinese'",88,3.5,33.500437100000006,-112.082731
139295,'sWeVNiPulXsD8PWhEtn9Ew','Jade The Taste of China',"'9641 N Metro Park W, Ste MM1'",'Phoenix','AZ','85051',"'Chinese, Cantonese, Restaurants'",31,4.5,33.574409,-112.121729
140825,'3aKmNE2coy5YLBCIu676og','Love Cuisine',"'3633 W Camelback Rd, Ste 7'",'Phoenix','AZ','85019',"'Soul Food, Caribbean, Chinese, Restaurants, African'",89,4.5,33.5091503,-112.1372596
141006,'ZaMY0vMwnpx-kbAK5ROhHg','Panda Express','21001 Tatum Blvd','Phoenix','AZ','85050',"'Fast Food, Food, Asian Fusion, Event Planning & Services, Desserts, Chinese, Caterers, Restaurants'",20,2.5,33.675653000000004,-111.971447
141174,'fRRgBZGxQ-BeAlJTS4JaWw','Chen & Wok','3431 W Thunderbird Rd','Phoenix','AZ','85053',"'Chinese, Restaurants, Thai'",22,3.5,33.6102143,-112.1328126
141455,'LjxuUvIQ-tWNHyGNfJ6UzA','China Olive','3434 E Thomas Rd','Phoenix','AZ','85018',"'Restaurants, Buffets, Chinese'",5,2.5,33.480827000000005,-112.007051
141677,'QdvROupQvDDQIaHrTGNgKA','Szechwan Palace',"'668 N 44th St, Ste 108, Cofco Chinese Cultural Center'",'Phoenix','AZ','85008',"'Chinese, Szechuan, Restaurants'",302,3.5,33.4552320752,-111.9890147725
142241,'qwt9fL28iSpaWyF5pgNd8w','Panda Express',"'7000 E Mayo, Ste 1026'",'Phoenix','AZ','85054',"'Asian Fusion, Event Planning & Services, Chinese, Fast Food, Restaurants, Caterers, Vietnamese'",30,2.0,33.655595,-111.929181
142800,'khxjYMwb_V8UovvwPVhysw','Hong Kong Asian Cuisine',"'3170 W Carefree Hwy, Ste 1'",'Phoenix','AZ','85086',"'Japanese, Chinese, Asian Fusion, Restaurants'",70,2.5,33.80026220000001,-112.1287294
142921,'kWbCj-QDpzV2MieHMrEICw','South China Buffet','4515 N 7th Ave','Phoenix','AZ','85013',"'Chinese, Buffets, Restaurants'",7,2.5,33.5026862,-112.0821589
143175,'eznFPTK8qoFLfDr_FZhBpg','Shanghai Express','3302 W Thomas Rd','Phoenix','AZ','85017',"'Chinese, Restaurants'",23,3.5,33.4808815,-112.1306795
143299,'e6IE5-VpesDP17R6ISaFZw','Urban Wellness',"'2024 N 7th St, Ste 201'",'Phoenix','AZ','85006',"'Beauty & Spas, Naturopathic/Holistic, Health & Medical, Acupuncture, Life Coach, Professional Services, Massage, Yoga, Fitness & Instruction, Nutritionists, Traditional Chinese Medicine, Active Life, Reiki, Doctors, Massage Therapy'",5,5.0,33.470445299999994,-112.0657354
143971,'URFhSrJPk7JM2pUtsuWsAg','China Chili','302 E Flower St','Phoenix','AZ','85012',"'Restaurants, Malaysian, Singaporean, Chinese'",518,4.0,33.485819199999995,-112.0691361
144107,'0HRNeFrQt31b-lD9kVdHog','Golden China','10720 W Indian School Rd','Phoenix','AZ','85037',"'Chinese, Restaurants'",39,3.5,33.495417,-112.29098
144185,'8lXzGpkfb3aqmwPyXlYhCw','Thunderbird Medicinal Herbs & Acupuncture',"'720 E Thunderbird Rd, Ste 4'",'Phoenix','AZ','85022',"'Vitamins & Supplements, Shopping, Health & Medical, Beauty & Spas, Acupuncture, Medical Spas, Traditional Chinese Medicine'",5,5.0,33.608101299999994,-112.064095
144815,'wlWcG-pUPZGWPtR_JfnWqQ','The Healing Point',"'16815 S Desert Foothills Pkwy, Ste 119'",'Phoenix','AZ','85048',"'Health & Medical, Massage Therapy, Acupuncture, Beauty & Spas, Massage, Traditional Chinese Medicine'",6,5.0,33.2944317,-112.0627957
144825,'5Je2-6KDxPQJZdItfo1ngg','China City Super Buffet','5301 W Indian School Rd','Phoenix','AZ','85031',"'Chinese, Buffets, Restaurants'",10,2.5,33.494228,-112.173698
144985,'I_WWH2vYccjz-QxW3u1zJA','Hibachi Grill & Supreme Buffet','2929 N 75th Ave','Phoenix','AZ','85033',"'Buffets, Restaurants, Chinese'",63,3.0,33.4816205654,-112.21891574889999
145068,'lf7PP9U5l_x1bbUqa7DIzA','Chop Chop Chinese Kitchen',"'2450 W Happy Valley Rd, Ste 1155'",'Phoenix','AZ','85027',"'Restaurants, Chinese'",3,3.0,33.82895,-112.1217
145144,'Hrdtw96wtysMODFrgjzPoA','Natural Medicine & Detox Center','2701 N 7th Stree','Phoenix','AZ','85006',"'Acupuncture, Traditional Chinese Medicine, Beauty & Spas, Health & Medical, Massage Therapy, Nutritionists, Medical Spas, Naturopathic/Holistic, Doctors'",21,4.0,33.4781437,-112.0648
145741,'6nRbHreAZzP_RDqUyD1FPg','Pong Pong','3332 W Bell Rd','Phoenix','AZ','85053',"'Chinese, Restaurants'",81,3.5,33.6398056,-112.1310475
146393,'ecn5dq7bFA6wCeeNnXxSzw','Pei Wei',"'742 E Glendale Ave, Ste 110'",'Phoenix','AZ','85020',"'Asian Fusion, Chinese, Fast Food, Restaurants, Gluten-Free'",187,2.5,33.538974413000005,-112.06476110870001
147599,'SMXmELJ8jFBPDq3VWRlLeQ','JC Sushi and Chinese','2740 W Bell Rd','Phoenix','AZ','85053',"'Sushi Bars, Chinese, Restaurants, Vietnamese'",177,3.5,33.640391383200004,-112.11905792360001
147769,'C-I1D7Cvz4KRrl0Dh5hcqA','Strength Doctor','','Phoenix','AZ','85042',"'Acupuncture, Naturopathic/Holistic, IV Hydration, Health & Medical, Traditional Chinese Medicine, Doctors, Medical Centers, Home Health Care'",3,5.0,33.376293100000005,-112.03571370000002
149983,'tFcmrGLZNEymSnijoTPmqw','Desert Jade','3215 E Indian School Rd','Phoenix','AZ','85018',"'Restaurants, Chinese'",242,3.5,33.4949815,-112.0122861
150795,'rCoAHVl3tXXAE_Kl4MVgWg','Thai Basil','3110 N Central Ave','Phoenix','AZ','85012',"'Thai, Chinese, Restaurants'",229,3.5,33.4834351459,-112.07514688059999
150938,'wHwbF9guKV34aF7vaUHaJQ','Harmony and Health Acupuncture',"'4020 N 20th St, Ste 212'",'Phoenix','AZ','85016',"'Nutritionists, Traditional Chinese Medicine, Health & Medical, Acupuncture'",16,5.0,33.493681,-112.0393932
151860,'_287i8ZeEf0H1LiqPhyvBg',"""Yi's Chinese Restaurant""","'1512 W Bell Rd, Ste 7'",'Phoenix','AZ','85023',"'Chinese, Restaurants'",71,4.5,33.640995700000005,-112.0922881
151986,'LjCrhp_Rys2bCIJHz5EGBA','Golden Coin','3224 E Thomas Rd','Phoenix','AZ','85018',"'Restaurants, Buffets, Chinese'",41,3.0,33.4807982,-112.01165729999998
153678,'qg4Llk2nUwazi40XViCs9Q','Sedona Wellness Spa',"'4232 E Chandler Blvd, Ste 14'",'Phoenix','AZ','85048',"'Health & Medical, Massage, Beauty & Spas, Traditional Chinese Medicine, Acupuncture'",18,3.0,33.305824,-111.991311
154170,'_Mt217a3ia0TDuNRDFY6Tw','South China Express',"'1616 W Montebello Ave, Ste F'",'Phoenix','AZ','85015',"'Restaurants, Chinese'",4,2.0,33.521921,-112.094051
155343,'h7As2jB8bhfFxCMCvdssWA',"""Wong's Chinese Dining""",'1139 E Buckeye Rd','Phoenix','AZ','85034',"'Chinese, Restaurants'",107,4.0,33.436687,-112.05666
155420,'5g6fssi_52emmju-vwPahQ','South China BBQ Hong Kong Style','4515 N 7th Ave','Phoenix','AZ','85013',"'Food, Chinese, Restaurants'",10,3.5,33.5027018,-112.082414
155886,'5O_PnqfRXSHPaw_2DMAimA','Sun Tree Healing Arts',"'7227 N 16th St, Ste 216'",'Phoenix','AZ','85020',"'Massage Therapy, Health Coach, Health & Medical, Acupuncture, Meditation Centers, Fitness & Instruction, Active Life, Counseling & Mental Health, Traditional Chinese Medicine'",11,5.0,33.5426183,-112.0466077
156497,'cTkya76AXsXylIyl5bFn4w','Star Wok','2201 N 83rd Ave','Phoenix','AZ','85035',"'Restaurants, Chinese'",56,4.0,33.472124900000004,-112.2370041
156591,'HV3Q2JYwK9AvMHPYXcxzag','Silver Dragon Chinese Restaurant','1739 W Glendale Ave','Phoenix','AZ','85021',"'Cantonese, Szechuan, Chinese, Restaurants'",86,4.0,33.538144,-112.096976
158747,'LQ-gMAQLbPVxjrBYCJ1ApQ','Little Dragon Chinese Restaurant','4327 W Thomas Rd','Phoenix','AZ','85031',"'Chinese, Restaurants'",78,4.0,33.480090399999995,-112.15312790000002
159428,'etKX80Dt809Q6K5Hueu5TQ','Panda Express','3448 W Peoria Ave','Phoenix','AZ','85029',"'Fast Food, Chinese, Restaurants'",13,2.5,33.5823749,-112.1335903
159779,'LCvHBQBxcFm9dyW2uxTO9Q','Dong-A','4808 N 35th Ave','Phoenix','AZ','85017',"'Chinese, Restaurants, Vietnamese'",18,3.5,33.508191100000005,-112.134648
160736,'YKImxc9VimLbDl2sQN1BBQ','Abacus Inn Chinese Restaurant','3509 W Thunderbird Rd','Phoenix','AZ','85053',"'Cantonese, Hotels, Vegetarian, Hotels & Travel, Restaurants, Chinese, Event Planning & Services, Caterers, Chicken Wings, Soup, Noodles'",137,3.5,33.6092435,-112.1345905
161309,'A2pHOVp0zh7grb1bbZxoBQ','Little Peking','10608 N 32nd St','Phoenix','AZ','85028',"'Restaurants, Chinese'",70,4.0,33.5828625,-112.0131078
161623,'iM-sH2Ey0IWbk9Y_FY5rwg','New China','6044 S 16th St','Phoenix','AZ','85042',"'Restaurants, Seafood, Buffets, Chinese'",9,3.5,33.3914398,-112.0491149
162456,'BB7Zk7p76N029MoOkO4FZQ','Peter Wong Chinese Restaurant','1534 W Camelback Rd','Phoenix','AZ','85015',"'Restaurants, Chinese, Dim Sum'",13,3.0,33.5095738,-112.0922595
163589,'bRj5r9xr56CvwL7-RmB2dw','Panda Express','5229 W Indian School Rd','Phoenix','AZ','85031',"'Restaurants, Fast Food, Chinese'",39,2.0,33.4945829,-112.1722461
163683,'VRhFa6FzRUaPSayVfdLs4Q','Pei Wei','','Phoenix','AZ','85034',"'Restaurants, Asian Fusion, Chinese'",12,2.0,33.4382789,-112.0178286
164013,'TOfthw3SAWmp7E1napR65w','The MassageMobile','','Phoenix','AZ','85012',"'Massage Therapy, Health & Medical, Physical Therapy, Traditional Chinese Medicine, Beauty & Spas, Tui Na, Massage, Reflexology'",3,5.0,33.511433399999994,-112.0685027
166499,'eQZJj-gxNn9BBlVZaBAoLg','The Way',"'4840 E Indian School Rd, Ste 105'",'Phoenix','AZ','85018',"'Traditional Chinese Medicine, Naturopathic/Holistic, Doctors, Acupuncture, Tai Chi, Active Life, Health & Medical, Fitness & Instruction, Massage Therapy'",12,4.5,33.4954835,-111.9768882
169256,'RJKbewB0SzRZpIvQmiF-dQ','New North China','12835 N Cave Creek Rd','Phoenix','AZ','85022',"'Restaurants, Cantonese, Chinese'",45,3.5,33.603719,-112.036227
169284,'eZQbDYQTZk0_cBroVxnPWg','Siu Wok','2801 N Central Ave','Phoenix','AZ','85012',"'Chinese, Restaurants'",202,3.5,33.479063000000004,-112.073311
169407,'KCVnCb6TvTzoDp4t-Qf4wQ',"""Segal's Oasis Grill & Kosher Foods""",'4818 N 7th St','Phoenix','AZ','85014',"'Chinese, Kosher, American (Traditional), Restaurants'",39,3.0,33.50796,-112.065353
170057,'9SNebKqP9jtwM7ebzsu3nA','Best Wok Chinese Restaurant',"'5030 W McDowell Rd, Ste 50'",'Phoenix','AZ','85035',"'Buffets, Chinese, Restaurants, Seafood'",31,3.0,33.466359999999995,-112.16831100000002
171185,'n2sA7raIheUCgBq14Vlt5w',"""Long Wong's Hot Wings""","'4344 W Indian School Rd, Ste 39'",'Phoenix','AZ','85031',"'Chicken Wings, American (Traditional), Burgers, Restaurants, Chinese'",22,3.0,33.495717,-112.154158
171234,'ej45GszF63f15OmzDaKfZQ','Panda Express',"'4550 E Cactus Rd, Ste 103'",'Phoenix','AZ','85032',"'Restaurants, Fast Food, Chinese'",7,3.0,33.6021872,-111.9836094
172483,'Mca0HEKs8Xfa4VimLD1uGQ','A A Wok',"'3202 E Greenway Rd, Ste 1289'",'Phoenix','AZ','85032',"'Restaurants, Chinese'",6,3.0,33.6272318,-112.0121147
172568,'ropJyZdmv6NeDU2Vz1I_Hg','Golden Buddha','668 N 44th St','Phoenix','AZ','85008',"'Chinese, Restaurants'",136,3.0,33.455448100000005,-111.9884856
173434,'UUtWoDyREiy9MPdtTRFUYQ',"""George & Son's Asian Cuisine""",'3049 W Agua Fria Fwy','Phoenix','AZ','85027',"'Chinese, Asian Fusion, Restaurants, Buffets, Thai'",413,4.5,33.66673016030001,-112.1243880755
175772,'4_yC0H9EVUFDmEj4sNaMiQ','Big Heng','1739 W Glendale Ave','Phoenix','AZ','85021',"'Restaurants, Chinese'",11,4.5,33.538144,-112.096976
178125,'9ULcHyUTN1O16Vr8KUMQew','Mr. Cooks Chinese Cuisine','3208 E Cactus Rd','Phoenix','AZ','85032',"'Chinese, Restaurants'",161,3.0,33.5974146,-112.0124025
178139,'raQFxUEzh8bfHUQLkiNHcg','Taiwan Express',"'668 N 44th St, # 66A'",'Phoenix','AZ','85008',"'Chinese, Delis, Restaurants, Fast Food'",8,3.5,33.455448100000005,-111.9884856
178585,'r9J4uFdWhDgH8poy1KTdDg','Panda Express','2388 E Union Hills Dr','Phoenix','AZ','85024',"'Chinese, Restaurants, Fast Food'",42,2.0,33.655411332199996,-112.03142948450001
179326,'H2RgkjPs3W-CxbyygCJJew','Pacific Gardens','4747 E Elliott Rd','Phoenix','AZ','85044',"'Asian Fusion, Restaurants, Chinese, Sushi Bars'",89,4.0,33.348190171599995,-111.98333329139999
180808,'QjgcO46oKDixhFYpmPL38g','Beijing Beijing','1327 E Chandler Blvd','Phoenix','AZ','85048',"'Restaurants, Chinese'",7,2.0,33.30425630000001,-112.0546086
