,User,Business,Rating
6046,4600.0,104.0,5.0
6047,4601.0,188.0,5.0
6048,4602.0,32.0,2.0
6049,4603.0,4.0,4.0
6050,4604.0,249.0,1.0
6051,4605.0,249.0,5.0
6052,4606.0,16.0,1.0
6053,4607.0,47.0,5.0
6054,4608.0,72.0,1.0
6055,4609.0,1.0,4.0
6056,4609.0,146.0,2.0
6057,4609.0,152.0,3.0
6058,4609.0,198.0,5.0
6059,4610.0,22.0,5.0
6060,4611.0,67.0,5.0
6061,4612.0,210.0,5.0
6062,4613.0,184.0,1.0
6063,4614.0,22.0,3.0
6064,4614.0,49.0,4.0
6065,4615.0,177.0,2.0
6066,4616.0,110.0,3.0
6067,4617.0,171.0,5.0
6068,4618.0,258.0,2.0
6069,4619.0,176.0,5.0
6070,4620.0,263.0,5.0
6071,4621.0,249.0,3.0
6072,4622.0,76.0,3.0
6073,4623.0,107.0,2.0
6074,4624.0,49.0,3.0
6075,4625.0,249.0,4.0
6076,4626.0,153.0,1.0
6077,4627.0,89.0,4.0
6078,4628.0,22.0,4.0
6079,4628.0,266.0,2.0
6080,4629.0,25.0,5.0
6081,4630.0,153.0,2.0
6082,4631.0,256.0,5.0
6083,4632.0,22.0,4.0
6084,4633.0,53.0,3.0
6085,4633.0,78.0,2.0
6086,4633.0,84.0,5.0
6087,4633.0,107.0,3.0
6088,4633.0,144.0,2.0
6089,4633.0,163.0,3.0
6090,4633.0,172.0,2.0
6091,4633.0,193.0,2.0
6092,4633.0,216.0,1.0
6093,4633.0,221.0,2.0
6094,4633.0,242.0,5.0
6095,4633.0,249.0,5.0
6096,4633.0,252.0,5.0
6097,4634.0,103.0,3.0
6098,4635.0,243.0,5.0
6099,4636.0,256.0,5.0
6100,4637.0,22.0,3.0
6101,4638.0,22.0,4.0
6102,4639.0,108.0,4.0
6103,4640.0,146.0,2.0
6104,4641.0,132.0,1.0
6105,4642.0,219.0,5.0
6106,4643.0,208.0,2.0
6107,4644.0,234.0,5.0
6108,4644.0,254.0,2.0
6109,4645.0,42.0,5.0
6110,4645.0,256.0,2.0
6111,4646.0,107.0,3.0
6112,4646.0,153.0,4.0
6113,4647.0,254.0,5.0
6114,4648.0,117.0,5.0
6115,4649.0,188.0,4.0
6116,4650.0,22.0,3.0
6117,4650.0,119.0,2.0
6118,4651.0,119.0,1.0
6119,4652.0,265.0,3.0
6120,4653.0,67.0,2.0
6121,4654.0,121.0,4.0
6122,4655.0,207.0,1.0
6123,4656.0,266.0,4.0
6124,4657.0,254.0,1.0
6125,4658.0,9.0,5.0
6126,4659.0,177.0,3.0
6127,4660.0,61.0,4.0
6128,4660.0,79.0,4.0
6129,4661.0,110.0,5.0
6130,4662.0,213.0,5.0
6131,4663.0,22.0,5.0
6132,4664.0,241.0,5.0
6133,4665.0,171.0,5.0
6134,4666.0,110.0,5.0
6135,4667.0,174.0,5.0
6136,4668.0,5.0,3.0
6137,4669.0,190.0,5.0
6138,4670.0,225.0,5.0
6139,4671.0,252.0,5.0
6140,4672.0,194.0,1.0
6141,4673.0,254.0,2.0
6142,4674.0,240.0,4.0
6143,4675.0,62.0,2.0
6144,4676.0,256.0,5.0
6145,4677.0,264.0,4.0
6146,4678.0,110.0,3.0
6147,4679.0,153.0,5.0
6148,4680.0,263.0,2.0
6149,4681.0,22.0,5.0
6150,4682.0,152.0,2.0
6151,4683.0,44.0,4.0
6152,4684.0,243.0,3.0
6153,4685.0,221.0,5.0
6154,4686.0,198.0,4.0
6155,4687.0,208.0,1.0
6156,4688.0,43.0,5.0
6157,4689.0,241.0,1.0
6158,4690.0,211.0,4.0
6159,4691.0,136.0,4.0
6160,4692.0,30.0,1.0
6161,4692.0,246.0,5.0
6162,4693.0,100.0,1.0
6163,4694.0,62.0,4.0
6164,4695.0,110.0,4.0
6165,4696.0,262.0,3.0
6166,4697.0,249.0,4.0
6167,4698.0,103.0,3.0
6168,4699.0,111.0,5.0
6169,4700.0,22.0,1.0
6170,4701.0,22.0,4.0
6171,4701.0,24.0,5.0
6172,4701.0,28.0,2.0
6173,4701.0,35.0,4.0
6174,4701.0,57.0,4.0
6175,4701.0,59.0,3.0
6176,4701.0,70.0,3.0
6177,4701.0,116.0,2.0
6178,4701.0,146.0,5.0
6179,4701.0,162.0,3.0
6180,4701.0,177.0,4.0
6181,4701.0,206.0,3.0
6182,4701.0,240.0,4.0
6183,4701.0,241.0,5.0
6184,4702.0,35.0,5.0
6185,4703.0,41.0,5.0
6186,4704.0,208.0,3.0
6187,4705.0,22.0,5.0
6188,4705.0,47.0,4.0
6189,4705.0,73.0,4.0
6190,4705.0,167.0,2.0
6191,4705.0,198.0,3.0
6192,4706.0,22.0,5.0
6193,4707.0,47.0,5.0
6194,4708.0,110.0,5.0
6195,4708.0,136.0,4.0
6196,4708.0,153.0,4.0
6197,4709.0,210.0,3.0
6198,4710.0,35.0,1.0
6199,4710.0,70.0,2.0
6200,4711.0,153.0,5.0
6201,4712.0,108.0,5.0
6202,4713.0,153.0,5.0
6203,4714.0,3.0,3.0
6204,4715.0,140.0,5.0
6205,4716.0,112.0,3.0
6206,4716.0,116.0,2.0
6207,4717.0,150.0,1.0
6208,4718.0,126.0,1.0
6209,4719.0,47.0,4.0
6210,4720.0,42.0,5.0
6211,4721.0,22.0,2.0
6212,4721.0,49.0,3.0
6213,4721.0,108.0,4.0
6214,4721.0,190.0,4.0
6215,4721.0,198.0,3.0
6216,4721.0,207.0,2.0
6217,4721.0,266.0,3.0
6218,4722.0,108.0,4.0
6219,4723.0,38.0,5.0
6220,4724.0,67.0,1.0
6221,4725.0,119.0,4.0
6222,4726.0,85.0,5.0
6223,4727.0,23.0,1.0
6224,4728.0,153.0,5.0
6225,4729.0,198.0,5.0
6226,4730.0,16.0,5.0
6227,4731.0,210.0,1.0
6228,4732.0,24.0,5.0
6229,4733.0,67.0,4.0
6230,4734.0,136.0,4.0
6231,4735.0,42.0,5.0
6232,4736.0,78.0,3.0
6233,4737.0,184.0,4.0
6234,4738.0,22.0,4.0
6235,4738.0,213.0,4.0
6236,4739.0,213.0,5.0
6237,4740.0,254.0,5.0
6238,4741.0,22.0,5.0
6239,4742.0,44.0,4.0
6240,4743.0,177.0,4.0
6241,4744.0,172.0,5.0
6242,4745.0,107.0,5.0
6243,4746.0,28.0,3.0
6244,4746.0,100.0,2.0
6245,4746.0,112.0,1.0
6246,4746.0,249.0,3.0
6247,4746.0,263.0,4.0
6248,4747.0,136.0,5.0
6249,4748.0,246.0,2.0
6250,4749.0,1.0,5.0
6251,4750.0,198.0,5.0
6252,4751.0,22.0,5.0
6253,4751.0,225.0,3.0
6254,4752.0,67.0,5.0
6255,4753.0,51.0,4.0
6256,4753.0,211.0,4.0
6257,4754.0,1.0,3.0
6258,4754.0,22.0,4.0
6259,4754.0,120.0,1.0
6260,4754.0,153.0,2.0
6261,4754.0,198.0,4.0
6262,4754.0,203.0,1.0
6263,4755.0,1.0,1.0
6264,4756.0,54.0,1.0
6265,4757.0,22.0,5.0
6266,4758.0,112.0,1.0
6267,4759.0,153.0,5.0
6268,4760.0,129.0,1.0
6269,4761.0,22.0,3.0
6270,4761.0,110.0,4.0
6271,4762.0,208.0,5.0
6272,4763.0,107.0,1.0
6273,4764.0,120.0,5.0
6274,4764.0,177.0,1.0
6275,4765.0,22.0,4.0
6276,4765.0,143.0,4.0
6277,4766.0,262.0,1.0
6278,4767.0,266.0,5.0
6279,4768.0,111.0,3.0
6280,4768.0,246.0,3.0
6281,4769.0,174.0,5.0
6282,4770.0,120.0,5.0
6283,4771.0,198.0,2.0
6284,4772.0,254.0,3.0
6285,4773.0,153.0,3.0
6286,4773.0,198.0,3.0
6287,4774.0,221.0,4.0
6288,4775.0,234.0,1.0
6289,4776.0,68.0,1.0
6290,4777.0,110.0,5.0
6291,4778.0,22.0,4.0
6292,4779.0,22.0,5.0
6293,4780.0,104.0,5.0
6294,4781.0,69.0,1.0
6295,4782.0,256.0,1.0
6296,4783.0,153.0,4.0
6297,4784.0,146.0,4.0
6298,4785.0,69.0,2.0
6299,4785.0,155.0,1.0
6300,4786.0,150.0,1.0
6301,4787.0,188.0,5.0
6302,4788.0,104.0,5.0
6303,4789.0,43.0,5.0
6304,4789.0,108.0,5.0
6305,4790.0,47.0,5.0
6306,4791.0,61.0,2.0
6307,4792.0,22.0,5.0
6308,4793.0,25.0,2.0
6309,4794.0,22.0,5.0
6310,4795.0,81.0,1.0
6311,4796.0,119.0,5.0
6312,4797.0,22.0,5.0
6313,4798.0,70.0,4.0
6314,4799.0,207.0,2.0
6315,4800.0,16.0,4.0
6316,4801.0,72.0,4.0
6317,4802.0,225.0,5.0
6318,4803.0,22.0,5.0
6319,4804.0,22.0,4.0
6320,4804.0,69.0,2.0
6321,4804.0,146.0,2.0
6322,4805.0,152.0,1.0
6323,4806.0,142.0,5.0
6324,4807.0,246.0,4.0
6325,4808.0,51.0,1.0
6326,4809.0,126.0,4.0
6327,4810.0,51.0,5.0
6328,4811.0,22.0,4.0
6329,4812.0,51.0,5.0
6330,4812.0,120.0,3.0
6331,4813.0,57.0,2.0
6332,4814.0,111.0,4.0
6333,4815.0,108.0,5.0
6334,4816.0,110.0,2.0
6335,4817.0,117.0,3.0
6336,4818.0,211.0,4.0
6337,4819.0,126.0,2.0
6338,4820.0,55.0,3.0
6339,4820.0,172.0,3.0
6340,4821.0,233.0,5.0
6341,4822.0,22.0,5.0
6342,4822.0,146.0,3.0
6343,4823.0,35.0,1.0
6344,4823.0,110.0,4.0
6345,4823.0,211.0,4.0
6346,4824.0,22.0,5.0
6347,4825.0,86.0,1.0
6348,4826.0,237.0,1.0
6349,4827.0,222.0,3.0
6350,4828.0,158.0,1.0
6351,4829.0,142.0,5.0
6352,4830.0,143.0,5.0
6353,4831.0,221.0,4.0
6354,4832.0,246.0,5.0
6355,4833.0,107.0,3.0
6356,4834.0,110.0,4.0
6357,4834.0,120.0,4.0
6358,4834.0,144.0,4.0
6359,4834.0,148.0,5.0
6360,4834.0,153.0,4.0
6361,4834.0,170.0,2.0
6362,4835.0,108.0,4.0
6363,4836.0,22.0,5.0
6364,4836.0,177.0,1.0
6365,4837.0,206.0,3.0
6366,4838.0,22.0,5.0
6367,4839.0,20.0,5.0
6368,4840.0,211.0,4.0
6369,4841.0,203.0,4.0
6370,4842.0,62.0,5.0
6371,4842.0,198.0,4.0
6372,4842.0,258.0,4.0
6373,4843.0,113.0,5.0
6374,4844.0,5.0,5.0
6375,4845.0,73.0,5.0
6376,4846.0,111.0,1.0
6377,4847.0,10.0,5.0
6378,4847.0,241.0,5.0
6379,4848.0,141.0,5.0
6380,4848.0,214.0,4.0
6381,4849.0,42.0,5.0
6382,4850.0,73.0,5.0
6383,4851.0,117.0,5.0
6384,4852.0,43.0,5.0
6385,4853.0,124.0,5.0
6386,4854.0,108.0,5.0
6387,4855.0,3.0,4.0
6388,4856.0,145.0,1.0
6389,4857.0,175.0,5.0
6390,4858.0,254.0,1.0
6391,4859.0,3.0,5.0
6392,4859.0,266.0,5.0
6393,4860.0,122.0,5.0
6394,4861.0,62.0,4.0
6395,4862.0,120.0,1.0
6396,4863.0,5.0,5.0
6397,4863.0,14.0,5.0
6398,4863.0,234.0,4.0
6399,4864.0,22.0,5.0
6400,4865.0,167.0,5.0
6401,4865.0,241.0,5.0
6402,4866.0,153.0,4.0
6403,4867.0,33.0,1.0
6404,4868.0,113.0,4.0
6405,4868.0,206.0,4.0
6406,4869.0,110.0,3.0
6407,4869.0,111.0,4.0
6408,4870.0,141.0,4.0
6409,4871.0,198.0,4.0
6410,4872.0,22.0,5.0
6411,4873.0,217.0,4.0
6412,4873.0,227.0,3.0
6413,4874.0,81.0,5.0
6414,4875.0,117.0,5.0
6415,4875.0,254.0,5.0
6416,4876.0,159.0,2.0
6417,4877.0,257.0,5.0
6418,4878.0,25.0,5.0
6419,4878.0,157.0,5.0
6420,4878.0,158.0,5.0
6421,4879.0,249.0,5.0
6422,4880.0,150.0,5.0
6423,4880.0,167.0,2.0
6424,4881.0,229.0,1.0
6425,4882.0,153.0,5.0
6426,4883.0,234.0,5.0
6427,4884.0,22.0,5.0
6428,4885.0,49.0,1.0
6429,4886.0,174.0,5.0
6430,4887.0,73.0,4.0
6431,4888.0,85.0,5.0
6432,4889.0,241.0,5.0
6433,4889.0,249.0,4.0
6434,4890.0,208.0,4.0
6435,4891.0,8.0,1.0
6436,4892.0,25.0,5.0
6437,4892.0,149.0,1.0
6438,4893.0,254.0,5.0
6439,4894.0,177.0,2.0
6440,4894.0,259.0,3.0
6441,4895.0,192.0,5.0
6442,4896.0,89.0,5.0
6443,4897.0,22.0,1.0
6444,4898.0,22.0,4.0
6445,4899.0,246.0,4.0
6446,4900.0,50.0,4.0
6447,4900.0,264.0,5.0
6448,4901.0,198.0,4.0
6449,4902.0,50.0,3.0
6450,4902.0,222.0,1.0
6451,4903.0,198.0,4.0
6452,4904.0,198.0,5.0
6453,4904.0,225.0,5.0
6454,4905.0,265.0,2.0
6455,4906.0,47.0,1.0
6456,4907.0,110.0,3.0
6457,4908.0,167.0,3.0
6458,4909.0,32.0,5.0
6459,4909.0,57.0,5.0
6460,4909.0,212.0,5.0
6461,4910.0,180.0,2.0
6462,4911.0,136.0,4.0
6463,4912.0,240.0,5.0
6464,4913.0,22.0,5.0
6465,4913.0,177.0,5.0
6466,4913.0,259.0,1.0
6467,4914.0,48.0,5.0
6468,4914.0,81.0,4.0
6469,4914.0,138.0,5.0
6470,4915.0,216.0,1.0
6471,4916.0,264.0,3.0
6472,4917.0,56.0,1.0
6473,4918.0,67.0,2.0
6474,4919.0,117.0,1.0
6475,4919.0,192.0,5.0
6476,4920.0,257.0,5.0
6477,4921.0,110.0,5.0
6478,4922.0,39.0,1.0
6479,4923.0,241.0,1.0
6480,4924.0,149.0,1.0
6481,4925.0,264.0,1.0
6482,4926.0,125.0,1.0
6483,4927.0,254.0,1.0
6484,4928.0,49.0,4.0
6485,4928.0,73.0,4.0
6486,4928.0,129.0,1.0
6487,4928.0,198.0,3.0
6488,4928.0,240.0,5.0
6489,4929.0,153.0,5.0
6490,4930.0,16.0,5.0
6491,4931.0,249.0,4.0
6492,4931.0,264.0,3.0
6493,4932.0,22.0,5.0
6494,4933.0,143.0,3.0
6495,4934.0,29.0,5.0
6496,4935.0,153.0,5.0
6497,4936.0,5.0,1.0
6498,4936.0,208.0,1.0
6499,4937.0,234.0,5.0
6500,4938.0,153.0,5.0
6501,4939.0,35.0,1.0
6502,4939.0,104.0,4.0
6503,4940.0,211.0,4.0
6504,4941.0,159.0,1.0
6505,4942.0,143.0,2.0
6506,4943.0,42.0,5.0
6507,4944.0,22.0,5.0
6508,4945.0,50.0,3.0
6509,4946.0,85.0,5.0
6510,4947.0,150.0,3.0
6511,4948.0,70.0,1.0
6512,4949.0,249.0,1.0
6513,4950.0,167.0,1.0
6514,4951.0,5.0,5.0
6515,4952.0,67.0,2.0
6516,4953.0,111.0,4.0
6517,4953.0,217.0,5.0
6518,4954.0,163.0,3.0
6519,4954.0,240.0,2.0
6520,4955.0,38.0,1.0
6521,4956.0,51.0,1.0
6522,4957.0,111.0,1.0
6523,4958.0,55.0,5.0
6524,4958.0,56.0,4.0
6525,4958.0,111.0,3.0
6526,4959.0,35.0,5.0
6527,4960.0,153.0,4.0
6528,4961.0,153.0,5.0
6529,4962.0,93.0,1.0
6530,4963.0,43.0,1.0
6531,4963.0,240.0,5.0
6532,4963.0,266.0,5.0
6533,4964.0,55.0,1.0
6534,4965.0,206.0,1.0
6535,4966.0,16.0,2.0
6536,4967.0,183.0,1.0
6537,4968.0,188.0,5.0
6538,4969.0,192.0,2.0
6539,4969.0,266.0,1.0
6540,4970.0,115.0,1.0
6541,4971.0,207.0,5.0
6542,4972.0,132.0,3.0
6543,4973.0,159.0,1.0
6544,4974.0,80.0,5.0
6545,4975.0,47.0,1.0
6546,4976.0,211.0,3.0
6547,4976.0,230.0,1.0
6548,4977.0,20.0,1.0
6549,4977.0,172.0,4.0
6550,4978.0,22.0,5.0
6551,4979.0,254.0,5.0
6552,4980.0,22.0,5.0
6553,4980.0,141.0,4.0
6554,4980.0,170.0,3.0
6555,4981.0,22.0,2.0
6556,4982.0,53.0,5.0
6557,4983.0,110.0,2.0
6558,4984.0,119.0,4.0
6559,4984.0,241.0,5.0
6560,4985.0,254.0,5.0
6561,4986.0,111.0,2.0
6562,4987.0,110.0,4.0
6563,4988.0,240.0,5.0
6564,4989.0,42.0,3.0
6565,4990.0,22.0,5.0
6566,4991.0,146.0,4.0
6567,4991.0,210.0,4.0
6568,4991.0,262.0,2.0
6569,4992.0,190.0,5.0
6570,4993.0,198.0,5.0
6571,4994.0,3.0,4.0
6572,4994.0,72.0,1.0
6573,4994.0,86.0,4.0
6574,4995.0,22.0,4.0
6575,4996.0,22.0,4.0
6576,4997.0,211.0,5.0
6577,4998.0,22.0,4.0
6578,4998.0,154.0,4.0
6579,4999.0,124.0,5.0
6580,4999.0,214.0,3.0
6581,5000.0,211.0,1.0
6582,5001.0,22.0,5.0
6583,5002.0,136.0,5.0
6584,5003.0,117.0,1.0
6585,5004.0,177.0,1.0
6586,5005.0,75.0,1.0
6587,5006.0,5.0,5.0
6588,5007.0,111.0,5.0
6589,5008.0,259.0,4.0
6590,5009.0,30.0,1.0
6591,5010.0,113.0,4.0
6592,5011.0,1.0,2.0
6593,5012.0,240.0,2.0
6594,5013.0,22.0,5.0
6595,5014.0,76.0,2.0
6596,5015.0,112.0,1.0
6597,5016.0,153.0,3.0
6598,5017.0,120.0,5.0
6599,5018.0,164.0,1.0
6600,5019.0,70.0,1.0
6601,5020.0,16.0,5.0
6602,5021.0,5.0,4.0
6603,5022.0,48.0,4.0
6604,5022.0,214.0,2.0
6605,5023.0,126.0,3.0
6606,5024.0,153.0,5.0
6607,5025.0,110.0,2.0
6608,5026.0,5.0,1.0
6609,5027.0,25.0,4.0
6610,5027.0,54.0,4.0
6611,5027.0,153.0,4.0
6612,5027.0,198.0,3.0
6613,5028.0,22.0,1.0
6614,5029.0,70.0,4.0
6615,5030.0,108.0,4.0
6616,5031.0,47.0,1.0
6617,5032.0,108.0,5.0
6618,5033.0,110.0,5.0
6619,5034.0,35.0,1.0
6620,5035.0,41.0,5.0
6621,5036.0,51.0,1.0
6622,5037.0,110.0,5.0
6623,5038.0,226.0,4.0
6624,5039.0,215.0,2.0
6625,5040.0,24.0,4.0
6626,5041.0,22.0,4.0
6627,5041.0,47.0,4.0
6628,5041.0,177.0,5.0
6629,5042.0,146.0,3.0
6630,5043.0,62.0,5.0
6631,5044.0,254.0,5.0
6632,5045.0,17.0,5.0
6633,5046.0,198.0,4.0
6634,5047.0,111.0,4.0
6635,5048.0,3.0,3.0
6636,5048.0,47.0,5.0
6637,5048.0,249.0,4.0
6638,5049.0,22.0,5.0
6639,5050.0,5.0,2.0
6640,5051.0,22.0,3.0
6641,5052.0,47.0,3.0
6642,5053.0,234.0,4.0
6643,5053.0,243.0,4.0
6644,5054.0,211.0,5.0
6645,5055.0,240.0,4.0
6646,5056.0,54.0,5.0
6647,5056.0,150.0,1.0
6648,5057.0,70.0,2.0
6649,5058.0,81.0,4.0
6650,5059.0,79.0,4.0
6651,5059.0,111.0,3.0
6652,5059.0,256.0,3.0
6653,5060.0,16.0,5.0
6654,5061.0,167.0,5.0
6655,5062.0,110.0,5.0
6656,5063.0,264.0,1.0
6657,5064.0,50.0,5.0
6658,5065.0,22.0,4.0
6659,5065.0,61.0,4.0
6660,5065.0,257.0,4.0
6661,5066.0,89.0,4.0
6662,5067.0,192.0,5.0
6663,5068.0,241.0,4.0
6664,5069.0,201.0,5.0
6665,5070.0,47.0,5.0
6666,5071.0,153.0,5.0
6667,5072.0,22.0,4.0
6668,5073.0,22.0,4.0
6669,5074.0,153.0,5.0
6670,5075.0,81.0,4.0
6671,5076.0,52.0,4.0
6672,5077.0,16.0,5.0
6673,5078.0,29.0,1.0
6674,5079.0,107.0,5.0
6675,5079.0,110.0,5.0
6676,5079.0,221.0,1.0
6677,5080.0,131.0,5.0
6678,5081.0,186.0,3.0
6679,5082.0,207.0,3.0
6680,5083.0,153.0,4.0
6681,5084.0,1.0,1.0
6682,5085.0,121.0,5.0
6683,5086.0,141.0,2.0
6684,5087.0,110.0,1.0
6685,5087.0,192.0,1.0
6686,5088.0,258.0,3.0
6687,5089.0,211.0,3.0
6688,5090.0,110.0,1.0
6689,5091.0,22.0,5.0
6690,5092.0,167.0,2.0
6691,5093.0,104.0,5.0
6692,5094.0,243.0,1.0
6693,5095.0,15.0,1.0
6694,5096.0,153.0,5.0
6695,5097.0,214.0,2.0
6696,5098.0,164.0,5.0
6697,5099.0,132.0,5.0
6698,5100.0,57.0,4.0
6699,5101.0,73.0,5.0
6700,5102.0,167.0,4.0
6701,5103.0,117.0,5.0
6702,5104.0,47.0,5.0
6703,5104.0,62.0,5.0
6704,5104.0,266.0,5.0
6705,5105.0,159.0,1.0
6706,5106.0,133.0,1.0
6707,5107.0,136.0,4.0
6708,5108.0,35.0,2.0
6709,5108.0,258.0,1.0
6710,5109.0,73.0,3.0
6711,5109.0,83.0,3.0
6712,5110.0,213.0,5.0
6713,5111.0,22.0,5.0
6714,5112.0,34.0,1.0
6715,5112.0,49.0,2.0
6716,5113.0,192.0,4.0
6717,5114.0,22.0,5.0
6718,5115.0,136.0,5.0
6719,5116.0,107.0,4.0
6720,5117.0,159.0,1.0
6721,5118.0,145.0,5.0
6722,5119.0,119.0,5.0
6723,5120.0,235.0,5.0
6724,5120.0,258.0,3.0
6725,5121.0,57.0,1.0
6726,5122.0,150.0,4.0
6727,5122.0,203.0,4.0
6728,5123.0,222.0,5.0
6729,5124.0,110.0,5.0
6730,5125.0,136.0,4.0
6731,5126.0,73.0,4.0
6732,5126.0,240.0,2.0
6733,5127.0,153.0,5.0
6734,5128.0,263.0,2.0
6735,5129.0,22.0,5.0
6736,5130.0,188.0,5.0
6737,5131.0,22.0,5.0
6738,5131.0,208.0,4.0
6739,5132.0,103.0,3.0
6740,5133.0,163.0,2.0
6741,5133.0,240.0,2.0
6742,5134.0,241.0,5.0
6743,5135.0,81.0,1.0
6744,5136.0,264.0,4.0
6745,5137.0,192.0,1.0
6746,5138.0,175.0,5.0
6747,5139.0,5.0,1.0
6748,5140.0,47.0,4.0
6749,5140.0,73.0,5.0
6750,5141.0,142.0,1.0
6751,5142.0,234.0,1.0
6752,5143.0,54.0,4.0
6753,5143.0,107.0,4.0
6754,5144.0,22.0,5.0
6755,5145.0,85.0,5.0
6756,5146.0,72.0,2.0
6757,5147.0,73.0,4.0
6758,5148.0,143.0,1.0
6759,5149.0,249.0,2.0
6760,5150.0,63.0,5.0
6761,5151.0,22.0,5.0
6762,5152.0,117.0,5.0
6763,5153.0,62.0,4.0
6764,5154.0,136.0,5.0
6765,5155.0,22.0,2.0
6766,5156.0,24.0,3.0
6767,5156.0,162.0,2.0
6768,5157.0,22.0,5.0
6769,5158.0,45.0,1.0
6770,5159.0,174.0,5.0
6771,5160.0,70.0,4.0
6772,5161.0,16.0,5.0
6773,5162.0,110.0,5.0
6774,5163.0,110.0,4.0
6775,5164.0,153.0,5.0
6776,5165.0,153.0,5.0
6777,5166.0,22.0,4.0
6778,5167.0,110.0,5.0
6779,5168.0,234.0,4.0
6780,5169.0,161.0,2.0
6781,5170.0,47.0,5.0
6782,5170.0,72.0,5.0
6783,5171.0,243.0,3.0
6784,5172.0,226.0,4.0
6785,5173.0,107.0,5.0
6786,5174.0,110.0,5.0
6787,5175.0,55.0,4.0
6788,5175.0,163.0,4.0
6789,5175.0,177.0,5.0
6790,5176.0,249.0,3.0
6791,5177.0,1.0,4.0
6792,5177.0,22.0,3.0
6793,5177.0,243.0,3.0
6794,5178.0,50.0,3.0
6795,5178.0,136.0,5.0
6796,5179.0,29.0,4.0
6797,5179.0,174.0,5.0
6798,5180.0,86.0,3.0
6799,5181.0,256.0,4.0
6800,5182.0,22.0,5.0
6801,5183.0,192.0,5.0
6802,5184.0,192.0,3.0
6803,5185.0,110.0,4.0
6804,5186.0,153.0,5.0
6805,5187.0,249.0,1.0
6806,5188.0,167.0,1.0
6807,5189.0,22.0,5.0
6808,5190.0,198.0,5.0
6809,5190.0,207.0,3.0
6810,5190.0,234.0,4.0
6811,5191.0,110.0,5.0
6812,5192.0,35.0,4.0
6813,5192.0,70.0,2.0
6814,5193.0,47.0,4.0
6815,5193.0,162.0,1.0
6816,5194.0,140.0,4.0
6817,5195.0,56.0,4.0
6818,5196.0,249.0,4.0
6819,5197.0,1.0,3.0
6820,5197.0,22.0,3.0
6821,5197.0,100.0,2.0
6822,5197.0,107.0,4.0
6823,5197.0,192.0,4.0
6824,5197.0,198.0,4.0
6825,5197.0,240.0,2.0
6826,5197.0,249.0,3.0
6827,5198.0,136.0,5.0
6828,5199.0,4.0,4.0
6829,5200.0,208.0,1.0
6830,5201.0,167.0,4.0
6831,5202.0,225.0,5.0
6832,5203.0,70.0,3.0
6833,5204.0,199.0,5.0
6834,5205.0,136.0,5.0
6835,5206.0,73.0,1.0
6836,5207.0,54.0,5.0
6837,5208.0,89.0,5.0
6838,5208.0,107.0,4.0
6839,5209.0,121.0,5.0
6840,5210.0,119.0,5.0
6841,5211.0,194.0,4.0
6842,5212.0,241.0,3.0
6843,5213.0,110.0,5.0
6844,5214.0,117.0,5.0
6845,5215.0,120.0,3.0
6846,5215.0,177.0,2.0
6847,5216.0,47.0,5.0
6848,5216.0,267.0,5.0
6849,5217.0,22.0,5.0
6850,5218.0,249.0,4.0
6851,5219.0,249.0,4.0
6852,5220.0,1.0,4.0
6853,5220.0,49.0,4.0
6854,5221.0,103.0,1.0
6855,5221.0,131.0,5.0
6856,5221.0,262.0,5.0
6857,5222.0,22.0,4.0
6858,5222.0,113.0,4.0
6859,5222.0,225.0,3.0
6860,5222.0,249.0,3.0
6861,5223.0,117.0,5.0
6862,5224.0,23.0,5.0
6863,5225.0,241.0,3.0
6864,5226.0,103.0,4.0
6865,5226.0,192.0,4.0
6866,5227.0,110.0,5.0
6867,5228.0,47.0,5.0
6868,5229.0,221.0,4.0
6869,5230.0,16.0,3.0
6870,5231.0,144.0,4.0
6871,5231.0,249.0,5.0
6872,5232.0,256.0,5.0
6873,5233.0,248.0,1.0
6874,5234.0,24.0,1.0
6875,5235.0,145.0,2.0
6876,5236.0,57.0,5.0
6877,5237.0,194.0,1.0
6878,5238.0,207.0,2.0
6879,5239.0,199.0,5.0
6880,5240.0,225.0,3.0
6881,5241.0,1.0,5.0
6882,5241.0,226.0,5.0
6883,5242.0,75.0,4.0
6884,5243.0,49.0,4.0
6885,5243.0,266.0,1.0
6886,5244.0,145.0,5.0
6887,5245.0,211.0,1.0
6888,5246.0,167.0,3.0
6889,5247.0,22.0,5.0
6890,5248.0,22.0,5.0
6891,5249.0,22.0,5.0
6892,5250.0,1.0,4.0
6893,5250.0,3.0,5.0
6894,5250.0,70.0,5.0
6895,5250.0,113.0,5.0
6896,5250.0,226.0,4.0
6897,5251.0,49.0,3.0
6898,5252.0,85.0,1.0
6899,5253.0,51.0,1.0
6900,5253.0,62.0,3.0
6901,5253.0,111.0,2.0
6902,5253.0,163.0,3.0
6903,5253.0,171.0,4.0
6904,5253.0,247.0,4.0
6905,5253.0,249.0,4.0
6906,5254.0,59.0,1.0
6907,5255.0,164.0,5.0
6908,5256.0,217.0,5.0
6909,5257.0,167.0,3.0
6910,5258.0,110.0,2.0
6911,5259.0,153.0,3.0
6912,5260.0,208.0,5.0
6913,5261.0,42.0,3.0
6914,5262.0,233.0,5.0
6915,5263.0,54.0,4.0
6916,5264.0,22.0,2.0
6917,5265.0,136.0,5.0
6918,5266.0,70.0,4.0
6919,5266.0,110.0,5.0
